,count,mean,std,min,25%,50%,75%,max,dtypes,n_na
principal_maneuver_0.0,250962.0,0.008021134673775313,0.08920105255897798,0.0,0.0,0.0,0.0,1.0,,
principal_maneuver_1.0,250962.0,0.06285015261274615,0.24269372803425673,0.0,0.0,0.0,0.0,1.0,,
principal_maneuver_2.0,250962.0,0.016440736047688493,0.12716329140112392,0.0,0.0,0.0,0.0,1.0,,
principal_maneuver_3.0,250962.0,0.0013508021134673775,0.036728501499039785,0.0,0.0,0.0,0.0,1.0,,
principal_maneuver_4.0,250962.0,0.0010479674213625966,0.03235542237536206,0.0,0.0,0.0,0.0,1.0,,
principal_maneuver_5.0,250962.0,0.0015181581275252828,0.03893403862457497,0.0,0.0,0.0,0.0,1.0,,
principal_maneuver_6.0,250962.0,0.00020720268407169214,0.014393073910229155,0.0,0.0,0.0,0.0,1.0,,
principal_maneuver_7.0,250962.0,0.00038651269913373337,0.019656165612916384,0.0,0.0,0.0,0.0,1.0,,
principal_maneuver_8.0,250962.0,8.36780070289526e-05,0.009147203858147768,0.0,0.0,0.0,0.0,1.0,,
principal_maneuver_9.0,250962.0,0.004359225699508292,0.06588049897519542,0.0,0.0,0.0,0.0,1.0,,
principal_maneuver_10.0,250962.0,0.0010160900853515673,0.03186003281499945,0.0,0.0,0.0,0.0,1.0,,
principal_maneuver_11.0,250962.0,0.001577928132545963,0.03969187011185548,0.0,0.0,0.0,0.0,1.0,,
principal_maneuver_12.0,250962.0,0.0013667407814728922,0.036944258548446116,0.0,0.0,0.0,0.0,1.0,,
principal_maneuver_13.0,250962.0,0.006271865860170066,0.07894652869794799,0.0,0.0,0.0,0.0,1.0,,
principal_maneuver_14.0,250962.0,0.0031957029351057133,0.056440261436543675,0.0,0.0,0.0,0.0,1.0,,
principal_maneuver_15.0,250962.0,0.011902200333118161,0.10844623009751303,0.0,0.0,0.0,0.0,1.0,,
principal_maneuver_16.0,250962.0,0.003729648313290458,0.06095697534152565,0.0,0.0,0.0,0.0,1.0,,
principal_maneuver_17.0,250962.0,0.004777615734653055,0.06895512358683613,0.0,0.0,0.0,0.0,1.0,,
principal_maneuver_18.0,250962.0,0.0007252093942509225,0.0269199991311146,0.0,0.0,0.0,0.0,1.0,,
principal_maneuver_19.0,250962.0,0.003522445629218766,0.05924569176232402,0.0,0.0,0.0,0.0,1.0,,
principal_maneuver_20.0,250962.0,0.0009722587483364016,0.03116596431427727,0.0,0.0,0.0,0.0,1.0,,
principal_maneuver_21.0,250962.0,0.002438616204843761,0.04932219631428804,0.0,0.0,0.0,0.0,1.0,,
principal_maneuver_22.0,250962.0,0.00043432870315027774,0.02083606948631072,0.0,0.0,0.0,0.0,1.0,,
principal_maneuver_23.0,250962.0,0.0037734796503056237,0.06131276768353893,0.0,0.0,0.0,0.0,1.0,,
principal_maneuver_24.0,250962.0,0.0005658227141957747,0.0237803450816055,0.0,0.0,0.0,0.0,1.0,,
principal_maneuver_25.0,250962.0,0.0004144053681433843,0.020352770988833847,0.0,0.0,0.0,0.0,1.0,,
principal_maneuver_26.0,250962.0,0.005470947792892948,0.07376339338632526,0.0,0.0,0.0,0.0,1.0,,
Severity,,,,,,,,,int64,0.0
secu,,,,,,,,,float64,37257.0
YoB,,,,,,,,,int32,0.0
secu1,,,,,,,,,float64,213705.0
secu2,,,,,,,,,float64,213705.0
SecuA,,,,,,,,,float64,37257.0
SecuB,,,,,,,,,float64,37257.0
Security,,,,,,,,,int64,0.0
Num_Acc,,,,,,,,,int64,0.0
num_occupants,,,,,,,,,float64,213705.0
num_veh,,,,,,,,,object,213705.0
id_veh,,,,,,,,,object,0.0
year,,,,,,,,,int64,0.0
month,,,,,,,,,int64,0.0
day,,,,,,,,,int64,0.0
hhmm,,,,,,,,,int64,0.0
municipality,,,,,,,,,object,0.0
adress,,,,,,,,,object,34540.0
gps_origin,,,,,,,,,object,141268.0
latitude,,,,,,,,,object,106097.0
longitude,,,,,,,,,object,106097.0
date,,,,,,,,,datetime64[ns],0.0
day_of_week,,,,,,,,,int64,0.0
is_weekend,,,,,,,,,int32,0.0
Lanes,,,,,,,,,int32,0.0
Landmark,,,,,,,,,int32,0.0
Dist_to_Landmark,,,,,,,,,int32,0.0
Gre_Verge,,,,,,,,,int32,0.0
Rd_Width,,,,,,,,,int32,0.0
Age,,,,,,,,,int64,0.0
daylight_1,,,,,,,,,uint8,0.0
daylight_2,,,,,,,,,uint8,0.0
daylight_3,,,,,,,,,uint8,0.0
daylight_4,,,,,,,,,uint8,0.0
daylight_5,,,,,,,,,uint8,0.0
built-up_area_0,,,,,,,,,uint8,0.0
built-up_area_1,,,,,,,,,uint8,0.0
intersection_category_0,,,,,,,,,uint8,0.0
intersection_category_1,,,,,,,,,uint8,0.0
intersection_category_2,,,,,,,,,uint8,0.0
intersection_category_3,,,,,,,,,uint8,0.0
intersection_category_4,,,,,,,,,uint8,0.0
intersection_category_5,,,,,,,,,uint8,0.0
intersection_category_6,,,,,,,,,uint8,0.0
intersection_category_7,,,,,,,,,uint8,0.0
intersection_category_8,,,,,,,,,uint8,0.0
intersection_category_9,,,,,,,,,uint8,0.0
atmospheric_conditions_-1.0,,,,,,,,,uint8,0.0
atmospheric_conditions_1.0,,,,,,,,,uint8,0.0
atmospheric_conditions_2.0,,,,,,,,,uint8,0.0
atmospheric_conditions_3.0,,,,,,,,,uint8,0.0
atmospheric_conditions_4.0,,,,,,,,,uint8,0.0
atmospheric_conditions_5.0,,,,,,,,,uint8,0.0
atmospheric_conditions_6.0,,,,,,,,,uint8,0.0
atmospheric_conditions_7.0,,,,,,,,,uint8,0.0
atmospheric_conditions_8.0,,,,,,,,,uint8,0.0
atmospheric_conditions_9.0,,,,,,,,,uint8,0.0
collision_category_-1.0,,,,,,,,,uint8,0.0
collision_category_1.0,,,,,,,,,uint8,0.0
collision_category_2.0,,,,,,,,,uint8,0.0
collision_category_3.0,,,,,,,,,uint8,0.0
collision_category_4.0,,,,,,,,,uint8,0.0
collision_category_5.0,,,,,,,,,uint8,0.0
collision_category_6.0,,,,,,,,,uint8,0.0
collision_category_7.0,,,,,,,,,uint8,0.0
department_1,,,,,,,,,uint8,0.0
department_10,,,,,,,,,uint8,0.0
department_11,,,,,,,,,uint8,0.0
department_12,,,,,,,,,uint8,0.0
department_13,,,,,,,,,uint8,0.0
department_14,,,,,,,,,uint8,0.0
department_15,,,,,,,,,uint8,0.0
department_16,,,,,,,,,uint8,0.0
department_17,,,,,,,,,uint8,0.0
department_18,,,,,,,,,uint8,0.0
department_19,,,,,,,,,uint8,0.0
department_2,,,,,,,,,uint8,0.0
department_21,,,,,,,,,uint8,0.0
department_22,,,,,,,,,uint8,0.0
department_23,,,,,,,,,uint8,0.0
department_24,,,,,,,,,uint8,0.0
department_25,,,,,,,,,uint8,0.0
department_26,,,,,,,,,uint8,0.0
department_27,,,,,,,,,uint8,0.0
department_28,,,,,,,,,uint8,0.0
department_29,,,,,,,,,uint8,0.0
department_2A,,,,,,,,,uint8,0.0
department_2B,,,,,,,,,uint8,0.0
department_3,,,,,,,,,uint8,0.0
department_30,,,,,,,,,uint8,0.0
department_31,,,,,,,,,uint8,0.0
department_32,,,,,,,,,uint8,0.0
department_33,,,,,,,,,uint8,0.0
department_34,,,,,,,,,uint8,0.0
department_35,,,,,,,,,uint8,0.0
department_36,,,,,,,,,uint8,0.0
department_37,,,,,,,,,uint8,0.0
department_38,,,,,,,,,uint8,0.0
department_39,,,,,,,,,uint8,0.0
department_4,,,,,,,,,uint8,0.0
department_40,,,,,,,,,uint8,0.0
department_41,,,,,,,,,uint8,0.0
department_42,,,,,,,,,uint8,0.0
department_43,,,,,,,,,uint8,0.0
department_44,,,,,,,,,uint8,0.0
department_45,,,,,,,,,uint8,0.0
department_46,,,,,,,,,uint8,0.0
department_47,,,,,,,,,uint8,0.0
department_48,,,,,,,,,uint8,0.0
department_49,,,,,,,,,uint8,0.0
department_5,,,,,,,,,uint8,0.0
department_50,,,,,,,,,uint8,0.0
department_51,,,,,,,,,uint8,0.0
department_52,,,,,,,,,uint8,0.0
department_53,,,,,,,,,uint8,0.0
department_54,,,,,,,,,uint8,0.0
department_55,,,,,,,,,uint8,0.0
department_56,,,,,,,,,uint8,0.0
department_57,,,,,,,,,uint8,0.0
department_58,,,,,,,,,uint8,0.0
department_59,,,,,,,,,uint8,0.0
department_6,,,,,,,,,uint8,0.0
department_60,,,,,,,,,uint8,0.0
department_61,,,,,,,,,uint8,0.0
department_62,,,,,,,,,uint8,0.0
department_63,,,,,,,,,uint8,0.0
department_64,,,,,,,,,uint8,0.0
department_65,,,,,,,,,uint8,0.0
department_66,,,,,,,,,uint8,0.0
department_67,,,,,,,,,uint8,0.0
department_68,,,,,,,,,uint8,0.0
department_69,,,,,,,,,uint8,0.0
department_7,,,,,,,,,uint8,0.0
department_70,,,,,,,,,uint8,0.0
department_71,,,,,,,,,uint8,0.0
department_72,,,,,,,,,uint8,0.0
department_73,,,,,,,,,uint8,0.0
department_74,,,,,,,,,uint8,0.0
department_75,,,,,,,,,uint8,0.0
department_76,,,,,,,,,uint8,0.0
department_77,,,,,,,,,uint8,0.0
department_78,,,,,,,,,uint8,0.0
department_79,,,,,,,,,uint8,0.0
department_8,,,,,,,,,uint8,0.0
department_80,,,,,,,,,uint8,0.0
department_81,,,,,,,,,uint8,0.0
department_82,,,,,,,,,uint8,0.0
department_83,,,,,,,,,uint8,0.0
department_84,,,,,,,,,uint8,0.0
department_85,,,,,,,,,uint8,0.0
department_86,,,,,,,,,uint8,0.0
department_87,,,,,,,,,uint8,0.0
department_88,,,,,,,,,uint8,0.0
department_89,,,,,,,,,uint8,0.0
department_9,,,,,,,,,uint8,0.0
department_90,,,,,,,,,uint8,0.0
department_91,,,,,,,,,uint8,0.0
department_92,,,,,,,,,uint8,0.0
department_93,,,,,,,,,uint8,0.0
department_94,,,,,,,,,uint8,0.0
department_95,,,,,,,,,uint8,0.0
department_971,,,,,,,,,uint8,0.0
department_972,,,,,,,,,uint8,0.0
department_973,,,,,,,,,uint8,0.0
department_974,,,,,,,,,uint8,0.0
department_975,,,,,,,,,uint8,0.0
department_976,,,,,,,,,uint8,0.0
department_977,,,,,,,,,uint8,0.0
department_978,,,,,,,,,uint8,0.0
department_986,,,,,,,,,uint8,0.0
department_987,,,,,,,,,uint8,0.0
department_988,,,,,,,,,uint8,0.0
Rd_Cat_1,,,,,,,,,uint8,0.0
Rd_Cat_2,,,,,,,,,uint8,0.0
Rd_Cat_3,,,,,,,,,uint8,0.0
Rd_Cat_4,,,,,,,,,uint8,0.0
Rd_Cat_5,,,,,,,,,uint8,0.0
Rd_Cat_6,,,,,,,,,uint8,0.0
Rd_Cat_7,,,,,,,,,uint8,0.0
Rd_Cat_9,,,,,,,,,uint8,0.0
Traf_Direct_-1,,,,,,,,,uint8,0.0
Traf_Direct_0,,,,,,,,,uint8,0.0
Traf_Direct_1,,,,,,,,,uint8,0.0
Traf_Direct_2,,,,,,,,,uint8,0.0
Traf_Direct_3,,,,,,,,,uint8,0.0
Traf_Direct_4,,,,,,,,,uint8,0.0
Add_Lanes_-1,,,,,,,,,uint8,0.0
Add_Lanes_0,,,,,,,,,uint8,0.0
Add_Lanes_1,,,,,,,,,uint8,0.0
Add_Lanes_2,,,,,,,,,uint8,0.0
Add_Lanes_3,,,,,,,,,uint8,0.0
Rd_Prof_-1,,,,,,,,,uint8,0.0
Rd_Prof_0,,,,,,,,,uint8,0.0
Rd_Prof_1,,,,,,,,,uint8,0.0
Rd_Prof_2,,,,,,,,,uint8,0.0
Rd_Prof_3,,,,,,,,,uint8,0.0
Rd_Prof_4,,,,,,,,,uint8,0.0
Rd_Plan_-1,,,,,,,,,uint8,0.0
Rd_Plan_0,,,,,,,,,uint8,0.0
Rd_Plan_1,,,,,,,,,uint8,0.0
Rd_Plan_2,,,,,,,,,uint8,0.0
Rd_Plan_3,,,,,,,,,uint8,0.0
Rd_Plan_4,,,,,,,,,uint8,0.0
Rd_Cond_-1,,,,,,,,,uint8,0.0
Rd_Cond_0,,,,,,,,,uint8,0.0
Rd_Cond_1,,,,,,,,,uint8,0.0
Rd_Cond_2,,,,,,,,,uint8,0.0
Rd_Cond_3,,,,,,,,,uint8,0.0
Rd_Cond_4,,,,,,,,,uint8,0.0
Rd_Cond_5,,,,,,,,,uint8,0.0
Rd_Cond_6,,,,,,,,,uint8,0.0
Rd_Cond_7,,,,,,,,,uint8,0.0
Rd_Cond_8,,,,,,,,,uint8,0.0
Rd_Cond_9,,,,,,,,,uint8,0.0
Envinmt_-1,,,,,,,,,uint8,0.0
Envinmt_0,,,,,,,,,uint8,0.0
Envinmt_1,,,,,,,,,uint8,0.0
Envinmt_2,,,,,,,,,uint8,0.0
Envinmt_3,,,,,,,,,uint8,0.0
Envinmt_4,,,,,,,,,uint8,0.0
Envinmt_5,,,,,,,,,uint8,0.0
Envinmt_6,,,,,,,,,uint8,0.0
Envinmt_7,,,,,,,,,uint8,0.0
Envinmt_8,,,,,,,,,uint8,0.0
Envinmt_9,,,,,,,,,uint8,0.0
Pos_Acc_-1,,,,,,,,,uint8,0.0
Pos_Acc_0,,,,,,,,,uint8,0.0
Pos_Acc_1,,,,,,,,,uint8,0.0
Pos_Acc_2,,,,,,,,,uint8,0.0
Pos_Acc_3,,,,,,,,,uint8,0.0
Pos_Acc_4,,,,,,,,,uint8,0.0
Pos_Acc_5,,,,,,,,,uint8,0.0
Pos_Acc_6,,,,,,,,,uint8,0.0
Pos_Acc_8,,,,,,,,,uint8,0.0
place_0,,,,,,,,,uint8,0.0
place_1,,,,,,,,,uint8,0.0
place_2,,,,,,,,,uint8,0.0
place_3,,,,,,,,,uint8,0.0
place_4,,,,,,,,,uint8,0.0
place_5,,,,,,,,,uint8,0.0
place_6,,,,,,,,,uint8,0.0
place_7,,,,,,,,,uint8,0.0
place_8,,,,,,,,,uint8,0.0
place_9,,,,,,,,,uint8,0.0
place_10,,,,,,,,,uint8,0.0
User_category_1,,,,,,,,,uint8,0.0
User_category_2,,,,,,,,,uint8,0.0
User_category_3,,,,,,,,,uint8,0.0
User_category_4,,,,,,,,,uint8,0.0
Sex_1,,,,,,,,,uint8,0.0
Sex_2,,,,,,,,,uint8,0.0
Trajectory_0,,,,,,,,,uint8,0.0
Trajectory_1,,,,,,,,,uint8,0.0
Trajectory_2,,,,,,,,,uint8,0.0
Trajectory_3,,,,,,,,,uint8,0.0
Trajectory_4,,,,,,,,,uint8,0.0
Trajectory_5,,,,,,,,,uint8,0.0
Trajectory_9,,,,,,,,,uint8,0.0
LOCP_0,,,,,,,,,uint8,0.0
LOCP_1,,,,,,,,,uint8,0.0
LOCP_2,,,,,,,,,uint8,0.0
LOCP_3,,,,,,,,,uint8,0.0
LOCP_4,,,,,,,,,uint8,0.0
LOCP_5,,,,,,,,,uint8,0.0
LOCP_6,,,,,,,,,uint8,0.0
LOCP_7,,,,,,,,,uint8,0.0
LOCP_8,,,,,,,,,uint8,0.0
LOCP_9,,,,,,,,,uint8,0.0
ACTP_0,,,,,,,,,uint8,0.0
ACTP_1,,,,,,,,,uint8,0.0
ACTP_2,,,,,,,,,uint8,0.0
ACTP_3,,,,,,,,,uint8,0.0
ACTP_4,,,,,,,,,uint8,0.0
ACTP_5,,,,,,,,,uint8,0.0
ACTP_6,,,,,,,,,uint8,0.0
ACTP_7,,,,,,,,,uint8,0.0
ACTP_8,,,,,,,,,uint8,0.0
ACTP_9,,,,,,,,,uint8,0.0
StateP_0,,,,,,,,,uint8,0.0
StateP_1,,,,,,,,,uint8,0.0
StateP_2,,,,,,,,,uint8,0.0
StateP_3,,,,,,,,,uint8,0.0
direction_-1.0,,,,,,,,,uint8,0.0
direction_0.0,,,,,,,,,uint8,0.0
direction_1.0,,,,,,,,,uint8,0.0
direction_2.0,,,,,,,,,uint8,0.0
direction_3.0,,,,,,,,,uint8,0.0
cat_veh_-1.0,,,,,,,,,uint8,0.0
cat_veh_0.0,,,,,,,,,uint8,0.0
cat_veh_1.0,,,,,,,,,uint8,0.0
cat_veh_2.0,,,,,,,,,uint8,0.0
cat_veh_3.0,,,,,,,,,uint8,0.0
cat_veh_7.0,,,,,,,,,uint8,0.0
cat_veh_10.0,,,,,,,,,uint8,0.0
cat_veh_13.0,,,,,,,,,uint8,0.0
cat_veh_14.0,,,,,,,,,uint8,0.0
cat_veh_15.0,,,,,,,,,uint8,0.0
cat_veh_16.0,,,,,,,,,uint8,0.0
cat_veh_17.0,,,,,,,,,uint8,0.0
cat_veh_20.0,,,,,,,,,uint8,0.0
cat_veh_21.0,,,,,,,,,uint8,0.0
cat_veh_30.0,,,,,,,,,uint8,0.0
cat_veh_31.0,,,,,,,,,uint8,0.0
cat_veh_32.0,,,,,,,,,uint8,0.0
cat_veh_33.0,,,,,,,,,uint8,0.0
cat_veh_34.0,,,,,,,,,uint8,0.0
cat_veh_35.0,,,,,,,,,uint8,0.0
cat_veh_36.0,,,,,,,,,uint8,0.0
cat_veh_37.0,,,,,,,,,uint8,0.0
cat_veh_38.0,,,,,,,,,uint8,0.0
cat_veh_39.0,,,,,,,,,uint8,0.0
cat_veh_40.0,,,,,,,,,uint8,0.0
cat_veh_41.0,,,,,,,,,uint8,0.0
cat_veh_42.0,,,,,,,,,uint8,0.0
cat_veh_43.0,,,,,,,,,uint8,0.0
cat_veh_50.0,,,,,,,,,uint8,0.0
cat_veh_60.0,,,,,,,,,uint8,0.0
cat_veh_80.0,,,,,,,,,uint8,0.0
cat_veh_99.0,,,,,,,,,uint8,0.0
obstacle_-1.0,,,,,,,,,uint8,0.0
obstacle_0.0,,,,,,,,,uint8,0.0
obstacle_1.0,,,,,,,,,uint8,0.0
obstacle_2.0,,,,,,,,,uint8,0.0
obstacle_3.0,,,,,,,,,uint8,0.0
obstacle_4.0,,,,,,,,,uint8,0.0
obstacle_5.0,,,,,,,,,uint8,0.0
obstacle_6.0,,,,,,,,,uint8,0.0
obstacle_7.0,,,,,,,,,uint8,0.0
obstacle_8.0,,,,,,,,,uint8,0.0
obstacle_9.0,,,,,,,,,uint8,0.0
obstacle_10.0,,,,,,,,,uint8,0.0
obstacle_11.0,,,,,,,,,uint8,0.0
obstacle_12.0,,,,,,,,,uint8,0.0
obstacle_13.0,,,,,,,,,uint8,0.0
obstacle_14.0,,,,,,,,,uint8,0.0
obstacle_15.0,,,,,,,,,uint8,0.0
obstacle_16.0,,,,,,,,,uint8,0.0
obstacle_17.0,,,,,,,,,uint8,0.0
obstacle_movable_-1.0,,,,,,,,,uint8,0.0
obstacle_movable_0.0,,,,,,,,,uint8,0.0
obstacle_movable_1.0,,,,,,,,,uint8,0.0
obstacle_movable_2.0,,,,,,,,,uint8,0.0
obstacle_movable_4.0,,,,,,,,,uint8,0.0
obstacle_movable_5.0,,,,,,,,,uint8,0.0
obstacle_movable_6.0,,,,,,,,,uint8,0.0
obstacle_movable_9.0,,,,,,,,,uint8,0.0
initial_point_-1.0,,,,,,,,,uint8,0.0
initial_point_0.0,,,,,,,,,uint8,0.0
initial_point_1.0,,,,,,,,,uint8,0.0
initial_point_2.0,,,,,,,,,uint8,0.0
initial_point_3.0,,,,,,,,,uint8,0.0
initial_point_4.0,,,,,,,,,uint8,0.0
initial_point_5.0,,,,,,,,,uint8,0.0
initial_point_6.0,,,,,,,,,uint8,0.0
initial_point_7.0,,,,,,,,,uint8,0.0
initial_point_8.0,,,,,,,,,uint8,0.0
initial_point_9.0,,,,,,,,,uint8,0.0
principal_maneuver_-1.0,,,,,,,,,uint8,0.0
principal_maneuver_0.0,,,,,,,,,uint8,0.0
principal_maneuver_1.0,,,,,,,,,uint8,0.0
principal_maneuver_2.0,,,,,,,,,uint8,0.0
principal_maneuver_3.0,,,,,,,,,uint8,0.0
principal_maneuver_4.0,,,,,,,,,uint8,0.0
principal_maneuver_5.0,,,,,,,,,uint8,0.0
principal_maneuver_6.0,,,,,,,,,uint8,0.0
principal_maneuver_7.0,,,,,,,,,uint8,0.0
principal_maneuver_8.0,,,,,,,,,uint8,0.0
principal_maneuver_9.0,,,,,,,,,uint8,0.0
principal_maneuver_10.0,,,,,,,,,uint8,0.0
principal_maneuver_11.0,,,,,,,,,uint8,0.0
principal_maneuver_12.0,,,,,,,,,uint8,0.0
principal_maneuver_13.0,,,,,,,,,uint8,0.0
principal_maneuver_14.0,,,,,,,,,uint8,0.0
principal_maneuver_15.0,,,,,,,,,uint8,0.0
principal_maneuver_16.0,,,,,,,,,uint8,0.0
principal_maneuver_17.0,,,,,,,,,uint8,0.0
principal_maneuver_18.0,,,,,,,,,uint8,0.0
principal_maneuver_19.0,,,,,,,,,uint8,0.0
principal_maneuver_20.0,,,,,,,,,uint8,0.0
principal_maneuver_21.0,,,,,,,,,uint8,0.0
principal_maneuver_22.0,,,,,,,,,uint8,0.0
principal_maneuver_23.0,,,,,,,,,uint8,0.0
principal_maneuver_24.0,,,,,,,,,uint8,0.0
principal_maneuver_25.0,,,,,,,,,uint8,0.0
principal_maneuver_26.0,,,,,,,,,uint8,0.0
